EmpID,Age,AgeGroup,Attrition,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,SalarySlab,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
E2541,59,Senior,No,Travel_Rarely,727,6,3,Technical Degree,1,4235,4,Female,73,4,2,Clinical Trial Assistant,3,Married,15449,Medium,5851,4,Y,No,16,2,1,8,0,12,8,1,16,0,4,3
E2542,48,Senior,Yes,Travel_Frequently,154,7,4,Technical Degree,1,1282,4,Female,89,2,4,Clinical Research Associate I,3,Single,9519,Medium,12728,9,Y,Yes,16,4,1,8,3,14,9,3,9,6,1,5
E2543,59,Young,No,Travel_Frequently,1340,27,2,Other,1,6870,2,Male,55,1,3,Clinical Trial Assistant,4,Divorced,2200,Low,5644,1,Y,No,10,1,1,8,0,28,3,1,14,1,7,7
E2544,37,Young,Yes,Travel_Rarely,323,27,2,Medical,1,2465,1,Male,63,4,4,Clinical Research Associate I,2,Single,7589,Low,5897,3,Y,Yes,11,1,1,8,0,23,3,3,8,0,9,8
E2545,53,Young,Yes,Non-Travel,910,10,2,Life Sciences,1,3891,1,Female,45,4,4,Clinical Project Manager,1,Single,13293,High,6448,9,Y,No,12,3,4,8,1,30,5,1,10,9,7,3
E2546,54,Middle-aged,Yes,Travel_Rarely,600,22,1,Life Sciences,1,5155,3,Female,86,3,3,Clinical Research Associate II,3,Married,17328,Medium,6059,2,Y,No,14,2,2,8,0,30,2,1,24,6,4,5
E2547,39,Senior,No,Non-Travel,678,27,1,Other,1,3209,3,Female,49,1,4,Clinical Trial Manager,3,Single,3733,High,12227,9,Y,No,19,3,1,8,1,24,7,2,26,2,2,4
E2548,20,Senior,Yes,Travel_Rarely,1084,14,4,Other,1,9369,2,Female,73,2,5,Clinical Research Associate II,2,Married,7108,Medium,19582,4,Y,Yes,13,4,4,8,3,39,9,1,29,6,1,6
E2549,44,Middle-aged,Yes,Travel_Rarely,395,23,3,Other,1,3795,1,Male,21,2,3,Clinical Research Associate I,1,Divorced,18475,High,15870,0,Y,Yes,16,3,3,8,1,14,3,1,18,9,6,6
E2550,27,Middle-aged,Yes,Travel_Frequently,106,3,3,Medical,1,4481,3,Female,96,4,5,Clinical Trial Assistant,3,Divorced,6752,Medium,11721,6,Y,No,14,4,1,8,3,26,0,2,23,8,5,9
E2551,53,Middle-aged,No,Travel_Rarely,840,20,1,Life Sciences,1,2954,1,Male,57,4,3,Senior CRA,2,Divorced,3891,Low,1208,0,Y,Yes,21,3,3,8,1,2,9,2,26,5,0,10
E2552,38,Senior,Yes,Non-Travel,733,29,1,Technical Degree,1,5706,1,Male,58,3,3,Senior CRA,1,Divorced,2901,Medium,17773,6,Y,Yes,19,1,3,8,0,11,0,3,10,0,9,5
E2553,33,Senior,Yes,Travel_Rarely,475,25,2,Technical Degree,1,2360,1,Female,86,4,1,Clinical Trial Assistant,2,Married,17620,High,14746,0,Y,No,18,4,3,8,1,30,6,4,12,4,5,11
E2554,20,Senior,Yes,Travel_Rarely,1049,8,2,Medical,1,4827,3,Female,49,1,5,Clinical Trial Manager,1,Single,5346,Low,16506,9,Y,No,24,3,3,8,2,1,0,1,27,3,4,7
E2555,20,Young,Yes,Travel_Frequently,820,7,3,Life Sciences,1,1494,1,Female,85,1,2,Clinical Trial Manager,1,Single,13598,Low,13539,3,Y,Yes,22,3,1,8,3,15,8,2,29,8,6,3
E2556,57,Middle-aged,Yes,Travel_Rarely,425,22,2,Other,1,2287,4,Female,58,3,1,Clinical Trial Manager,2,Single,19287,High,17483,3,Y,Yes,23,3,4,8,1,12,2,2,0,6,7,2
E2557,19,Middle-aged,Yes,Travel_Frequently,1342,13,3,Life Sciences,1,8352,4,Female,62,3,2,Senior CRA,3,Married,7010,Medium,13690,0,Y,Yes,18,2,1,8,2,11,5,4,2,14,4,3
E2558,47,Senior,Yes,Travel_Frequently,982,10,3,Life Sciences,1,4829,1,Male,91,4,3,Clinical Research Associate II,4,Single,13831,Medium,2569,2,Y,No,19,4,4,8,1,19,6,1,20,12,6,6
E2559,54,Middle-aged,No,Travel_Rarely,781,24,4,Life Sciences,1,7897,3,Female,69,2,1,Clinical Research Associate I,4,Married,10826,Medium,19707,3,Y,No,14,2,3,8,2,11,8,2,17,7,4,7
E2560,47,Middle-aged,Yes,Travel_Rarely,1461,12,3,Other,1,4369,2,Male,93,2,5,Clinical Trial Manager,2,Divorced,2192,Low,14775,1,Y,No,13,3,3,8,2,15,4,2,5,14,7,3
E2561,56,Young,No,Travel_Rarely,611,13,1,Other,1,6671,4,Female,82,4,4,Clinical Research Associate I,1,Married,2960,Medium,5684,7,Y,Yes,14,3,3,8,0,9,0,3,22,10,9,1
E2562,58,Young,No,Travel_Frequently,213,3,3,Life Sciences,1,5535,1,Male,42,3,1,Clinical Research Associate I,2,Married,17443,High,4243,5,Y,No,20,3,3,8,3,9,8,1,27,12,8,6
E2563,56,Young,Yes,Travel_Rarely,1299,12,4,Other,1,1957,3,Female,50,2,5,Clinical Trial Assistant,3,Single,13166,High,18726,0,Y,No,10,4,2,8,2,26,9,2,0,12,2,4
E2564,58,Young,Yes,Non-Travel,1120,24,3,Life Sciences,1,5223,3,Male,82,4,2,Clinical Research Associate II,3,Single,17001,High,2293,4,Y,No,10,2,1,8,0,13,9,3,18,4,2,11
E2565,26,Senior,Yes,Non-Travel,302,23,3,Life Sciences,1,6917,3,Female,43,1,5,Clinical Project Manager,4,Married,14274,High,15700,3,Y,Yes,14,2,1,8,0,19,2,2,8,10,4,0
E2566,26,Senior,Yes,Non-Travel,576,21,2,Medical,1,9132,1,Female,36,1,5,Clinical Trial Assistant,2,Single,19599,Low,15473,4,Y,Yes,16,2,2,8,3,32,0,2,6,14,4,9
E2567,43,Middle-aged,Yes,Travel_Frequently,604,23,3,Technical Degree,1,6152,4,Female,48,1,3,Clinical Project Manager,3,Married,19973,High,7300,3,Y,No,16,1,2,8,1,7,3,3,0,7,6,12
E2568,28,Young,No,Travel_Rarely,787,25,3,Other,1,3159,4,Female,96,2,2,Clinical Research Associate II,1,Single,15850,Low,11752,0,Y,No,15,1,2,8,3,16,3,2,15,2,2,11
E2569,40,Young,No,Travel_Rarely,213,15,3,Technical Degree,1,2114,1,Female,89,2,5,Clinical Research Associate II,4,Divorced,10238,Medium,15044,8,Y,No,18,1,1,8,0,25,9,2,7,1,5,1
E2570,44,Young,Yes,Travel_Frequently,974,24,2,Life Sciences,1,8073,4,Male,44,1,2,Senior CRA,2,Married,18996,High,8845,8,Y,No,15,4,3,8,0,22,9,2,4,13,9,14
E2571,18,Young,Yes,Travel_Frequently,608,15,3,Other,1,6020,2,Male,26,1,1,Senior CRA,2,Married,8719,Low,3872,0,Y,Yes,13,3,3,8,0,24,3,2,2,11,1,6
E2572,56,Senior,No,Travel_Frequently,1421,11,3,Technical Degree,1,4656,3,Female,86,1,3,Senior CRA,3,Single,6428,Low,14653,6,Y,Yes,10,3,3,8,1,13,2,1,5,12,4,11
E2573,37,Young,Yes,Travel_Rarely,998,2,4,Life Sciences,1,4693,1,Male,36,2,2,Clinical Trial Manager,1,Divorced,11686,High,7655,0,Y,Yes,11,3,4,8,3,14,3,2,4,9,9,5
E2574,51,Middle-aged,Yes,Travel_Rarely,986,6,2,Other,1,8593,4,Male,70,2,1,Clinical Trial Manager,4,Single,10036,Medium,5308,9,Y,No,20,3,4,8,1,31,6,4,12,4,6,11
E2575,59,Middle-aged,Yes,Travel_Rarely,890,21,2,Life Sciences,1,4749,1,Female,34,1,1,Senior CRA,4,Single,8834,Medium,4579,3,Y,No,16,3,3,8,0,20,1,2,26,0,1,1
E2576,40,Senior,Yes,Non-Travel,928,20,1,Other,1,4854,2,Female,70,4,4,Senior CRA,1,Divorced,8790,Medium,13051,9,Y,Yes,14,4,2,8,3,6,0,1,5,5,5,12
E2577,23,Middle-aged,No,Non-Travel,1082,27,2,Other,1,2669,4,Female,62,3,4,Clinical Trial Assistant,3,Divorced,18604,High,16883,9,Y,Yes,18,2,2,8,1,26,2,1,9,7,3,13
E2578,38,Middle-aged,Yes,Travel_Frequently,633,23,2,Medical,1,1844,3,Female,78,3,3,Senior CRA,1,Married,6959,High,1306,2,Y,Yes,13,1,1,8,3,13,4,1,27,10,2,12
E2579,46,Young,Yes,Travel_Rarely,1207,19,4,Other,1,1736,3,Female,78,4,3,Clinical Research Associate II,4,Married,19259,High,17117,9,Y,No,18,2,1,8,3,10,1,3,12,0,1,13
E2580,34,Young,Yes,Non-Travel,740,27,3,Technical Degree,1,1758,4,Female,63,4,1,Clinical Trial Assistant,1,Divorced,15004,Low,18968,2,Y,Yes,17,2,1,8,2,3,1,3,3,8,1,2
E2581,37,Senior,Yes,Non-Travel,1297,5,2,Medical,1,9682,4,Male,97,4,2,Clinical Research Associate I,1,Single,7565,Medium,11580,5,Y,No,16,4,3,8,1,29,0,4,18,3,1,6
E2582,33,Young,Yes,Travel_Frequently,786,4,3,Other,1,4749,2,Male,27,4,5,Clinical Trial Assistant,1,Single,13347,High,3708,1,Y,No,23,3,2,8,3,20,5,3,18,5,7,2
E2583,22,Middle-aged,Yes,Travel_Frequently,946,22,2,Technical Degree,1,5306,3,Female,26,1,4,Clinical Project Manager,1,Single,14503,High,6606,8,Y,No,20,3,3,8,0,28,5,4,8,2,3,14
E2584,30,Senior,Yes,Travel_Frequently,1303,18,3,Life Sciences,1,5311,2,Male,90,4,2,Clinical Project Manager,2,Single,6295,Low,9263,6,Y,Yes,10,3,1,8,1,23,6,4,28,9,7,10
E2585,31,Middle-aged,No,Travel_Rarely,441,2,2,Other,1,8930,3,Male,91,4,1,Clinical Trial Manager,2,Single,14186,Medium,14207,9,Y,Yes,17,4,3,8,3,10,3,3,21,3,0,0
E2586,29,Middle-aged,Yes,Non-Travel,915,3,1,Technical Degree,1,4246,3,Female,55,2,2,Clinical Trial Manager,1,Single,14845,Medium,18031,5,Y,Yes,23,1,4,8,2,29,0,2,21,2,0,11
E2587,21,Middle-aged,Yes,Travel_Rarely,181,14,2,Technical Degree,1,1895,1,Female,23,3,1,Senior CRA,2,Divorced,2614,Medium,3728,8,Y,Yes,13,4,1,8,3,32,8,2,12,13,5,8
E2588,43,Senior,Yes,Travel_Rarely,1490,28,3,Life Sciences,1,6857,4,Male,33,1,2,Clinical Trial Assistant,2,Divorced,4643,Medium,9207,8,Y,No,21,3,3,8,2,24,9,3,29,1,6,13
E2589,52,Senior,Yes,Travel_Rarely,765,8,1,Medical,1,6756,3,Male,96,3,4,Clinical Trial Manager,2,Married,5676,Low,5292,6,Y,Yes,17,3,4,8,3,14,9,2,28,13,7,10
E2590,49,Senior,Yes,Travel_Rarely,477,28,4,Other,1,4395,4,Female,50,3,2,Senior CRA,2,Divorced,6217,Low,7556,3,Y,No,17,4,1,8,3,8,2,3,24,13,7,6
E2591,38,Middle-aged,Yes,Non-Travel,283,27,4,Technical Degree,1,4927,4,Female,52,3,4,Clinical Research Associate II,2,Married,2987,Medium,13058,8,Y,Yes,11,4,3,8,0,36,0,3,9,0,8,8
E2592,57,Senior,No,Travel_Frequently,436,25,3,Medical,1,4078,4,Female,96,3,4,Senior CRA,3,Married,10026,High,11684,9,Y,No,22,2,4,8,1,27,2,4,25,3,1,13
E2593,45,Young,Yes,Travel_Frequently,187,22,4,Medical,1,9306,3,Female,88,2,5,Senior CRA,4,Single,15784,Medium,8044,1,Y,Yes,19,1,1,8,1,9,9,3,3,7,1,11
E2594,35,Senior,Yes,Travel_Rarely,342,29,3,Other,1,8844,2,Male,96,4,1,Clinical Trial Assistant,4,Single,10119,High,11758,3,Y,Yes,23,4,4,8,0,32,4,4,29,3,5,9
E2595,28,Senior,Yes,Travel_Rarely,1468,6,3,Medical,1,3402,3,Male,36,4,2,Clinical Research Associate I,4,Divorced,12186,Low,3403,2,Y,Yes,16,2,1,8,0,39,9,4,22,4,1,10
E2596,31,Senior,No,Travel_Frequently,1021,28,2,Technical Degree,1,4790,3,Female,58,1,4,Clinical Project Manager,4,Divorced,12862,Low,17044,6,Y,Yes,22,3,1,8,1,38,1,3,19,4,5,6
E2597,26,Middle-aged,No,Travel_Frequently,545,3,4,Other,1,6274,4,Male,32,1,3,Clinical Research Associate II,2,Married,14977,Low,7561,1,Y,Yes,21,3,2,8,1,19,1,1,13,9,5,9
E2598,33,Senior,Yes,Travel_Rarely,891,29,3,Technical Degree,1,2703,3,Female,84,3,3,Clinical Research Associate I,3,Single,16303,High,10552,4,Y,No,15,3,3,8,1,10,5,1,7,2,7,4
E2599,49,Senior,Yes,Travel_Rarely,1460,11,1,Life Sciences,1,3397,3,Male,42,3,2,Clinical Research Associate I,3,Married,10262,High,8621,8,Y,No,22,4,2,8,1,21,7,2,26,5,3,3
E2600,58,Senior,Yes,Travel_Rarely,796,17,3,Medical,1,5837,2,Male,45,2,2,Clinical Research Associate I,1,Single,6870,Medium,3569,5,Y,No,11,3,1,8,3,38,3,3,27,8,2,1
E2601,47,Senior,No,Travel_Rarely,1154,4,3,Medical,1,3466,3,Male,74,2,2,Clinical Project Manager,1,Married,7656,Low,3151,6,Y,No,16,2,3,8,0,35,0,2,15,0,0,5
E2602,18,Middle-aged,Yes,Non-Travel,340,29,4,Medical,1,6636,2,Male,74,2,3,Clinical Research Associate I,1,Single,5138,Medium,18340,2,Y,No,15,1,1,8,3,7,4,3,8,6,2,4
E2603,29,Young,Yes,Travel_Frequently,493,12,1,Other,1,1515,1,Male,20,1,2,Senior CRA,4,Single,4705,Medium,15529,2,Y,Yes,13,1,3,8,1,26,0,2,29,12,2,12
E2604,18,Young,No,Non-Travel,400,17,3,Other,1,6185,1,Female,46,2,4,Clinical Research Associate II,3,Single,17490,Medium,11806,7,Y,Yes,10,2,4,8,1,27,1,1,24,3,8,9
E2605,49,Middle-aged,No,Non-Travel,670,29,4,Life Sciences,1,7938,3,Male,53,4,3,Clinical Project Manager,1,Divorced,14933,Medium,11102,6,Y,No,13,2,3,8,0,32,2,1,24,14,8,5
E2606,47,Young,No,Non-Travel,281,20,2,Technical Degree,1,3099,1,Female,44,2,5,Clinical Trial Manager,4,Married,4970,High,11654,1,Y,Yes,18,1,4,8,1,17,2,4,26,6,7,0
E2607,46,Young,No,Travel_Frequently,619,7,4,Other,1,4619,1,Female,42,1,3,Clinical Research Associate II,3,Married,19865,High,10712,5,Y,No,16,4,2,8,2,34,4,2,29,0,7,6
E2608,52,Senior,Yes,Travel_Frequently,558,15,3,Technical Degree,1,3104,1,Female,67,1,2,Clinical Trial Manager,1,Married,15125,High,8478,1,Y,No,24,1,4,8,1,10,6,1,15,1,6,7
E2609,24,Senior,No,Non-Travel,464,23,4,Medical,1,2452,2,Female,35,4,1,Clinical Research Associate II,2,Married,5306,Low,8391,2,Y,No,18,2,3,8,0,24,1,3,11,2,9,2
E2610,27,Middle-aged,Yes,Travel_Rarely,1463,17,2,Life Sciences,1,4458,3,Female,37,1,5,Clinical Trial Manager,3,Married,10588,Low,13938,4,Y,Yes,20,3,1,8,0,17,5,4,11,2,1,8
E2611,26,Senior,Yes,Travel_Rarely,1233,18,3,Medical,1,8914,1,Female,84,3,3,Clinical Research Associate I,2,Married,2543,Medium,5392,7,Y,Yes,13,4,2,8,2,29,0,3,24,14,1,9
E2612,27,Young,Yes,Travel_Frequently,217,27,1,Technical Degree,1,4320,3,Male,41,2,5,Clinical Research Associate II,4,Married,11013,High,7601,6,Y,Yes,12,4,1,8,1,18,4,2,7,8,5,3
E2613,43,Senior,Yes,Non-Travel,984,23,3,Life Sciences,1,1160,1,Male,48,4,2,Clinical Research Associate II,3,Single,16299,High,4883,0,Y,Yes,14,1,4,8,2,14,6,3,2,14,1,6
E2614,33,Middle-aged,Yes,Travel_Frequently,920,9,3,Technical Degree,1,5709,2,Female,54,4,1,Senior CRA,4,Divorced,10482,Medium,13645,1,Y,No,19,2,1,8,2,18,3,1,8,13,7,9
E2615,48,Senior,No,Travel_Frequently,589,2,2,Other,1,5430,2,Female,73,4,5,Clinical Project Manager,2,Divorced,6787,High,1173,6,Y,Yes,15,4,3,8,0,29,0,1,0,14,8,0
E2616,39,Middle-aged,No,Travel_Rarely,1483,4,4,Other,1,3710,1,Female,72,2,5,Clinical Project Manager,3,Divorced,3216,Low,13884,3,Y,No,21,3,4,8,0,34,8,4,13,10,8,9
E2617,57,Young,Yes,Non-Travel,226,19,1,Other,1,8125,1,Female,26,4,4,Senior CRA,3,Single,7898,Medium,17631,2,Y,No,13,1,4,8,0,13,2,3,28,12,4,5
E2618,26,Middle-aged,Yes,Travel_Frequently,1381,15,2,Medical,1,4375,1,Male,34,4,4,Clinical Research Associate II,2,Divorced,14148,Low,17011,4,Y,Yes,14,4,4,8,2,38,2,3,13,10,0,3
E2619,49,Senior,Yes,Travel_Frequently,726,10,4,Other,1,2059,4,Male,77,2,4,Clinical Project Manager,3,Divorced,4535,Low,10121,9,Y,No,17,4,1,8,3,1,4,2,25,13,4,0
E2620,43,Senior,No,Non-Travel,1230,22,3,Medical,1,8538,4,Male,56,4,1,Clinical Trial Assistant,1,Divorced,9982,Low,12489,9,Y,Yes,10,4,4,8,3,36,9,3,23,12,4,12
E2621,55,Middle-aged,No,Non-Travel,1183,27,3,Medical,1,3935,4,Male,21,4,2,Clinical Trial Manager,1,Married,18006,Low,2519,7,Y,Yes,14,3,4,8,0,35,9,3,6,3,2,8
E2622,27,Senior,Yes,Travel_Frequently,1236,19,2,Other,1,5098,4,Male,25,4,4,Clinical Research Associate I,3,Married,12377,High,12942,8,Y,No,20,2,1,8,2,32,6,3,25,10,7,7
E2623,38,Young,No,Travel_Frequently,342,10,4,Life Sciences,1,5262,1,Female,85,2,4,Clinical Research Associate II,2,Divorced,2433,Medium,11632,8,Y,Yes,16,2,1,8,0,25,0,2,7,0,8,13
E2624,46,Senior,Yes,Travel_Rarely,212,21,1,Technical Degree,1,9783,4,Female,45,4,4,Clinical Project Manager,3,Married,18976,High,17005,9,Y,Yes,24,3,4,8,3,26,0,2,22,0,0,7
E2625,40,Middle-aged,No,Non-Travel,854,24,3,Other,1,9321,1,Female,20,3,4,Senior CRA,3,Divorced,17249,Low,9285,9,Y,No,11,4,3,8,3,22,9,2,5,0,7,10
E2626,24,Young,No,Non-Travel,970,5,3,Life Sciences,1,2065,3,Male,92,2,4,Clinical Research Associate I,1,Divorced,13592,Low,16856,7,Y,No,17,3,1,8,1,39,5,1,26,8,3,2
E2627,37,Young,No,Travel_Rarely,1314,4,1,Life Sciences,1,9965,2,Female,86,4,3,Clinical Research Associate II,2,Single,7552,High,13864,1,Y,No,20,3,3,8,0,13,6,2,18,10,9,7
E2628,43,Middle-aged,No,Travel_Frequently,266,26,2,Other,1,7681,2,Female,61,2,3,Clinical Trial Assistant,1,Divorced,2099,High,15136,9,Y,Yes,17,3,3,8,3,25,3,1,26,6,1,7
E2629,40,Senior,No,Travel_Rarely,1495,1,2,Medical,1,8879,3,Male,60,4,1,Clinical Trial Manager,4,Single,4675,Medium,4677,3,Y,No,19,4,2,8,1,28,5,1,10,3,6,10
E2630,56,Middle-aged,Yes,Travel_Frequently,996,5,2,Technical Degree,1,7846,4,Female,53,3,4,Clinical Research Associate II,3,Single,14808,Medium,14018,7,Y,No,15,4,4,8,2,6,7,4,1,5,7,6
E2631,43,Senior,Yes,Travel_Rarely,839,19,4,Medical,1,8936,4,Male,95,3,2,Clinical Research Associate I,4,Single,7148,Low,2515,7,Y,No,10,4,3,8,2,14,9,4,13,3,8,3
E2632,59,Senior,No,Travel_Rarely,387,17,1,Medical,1,3412,3,Male,75,2,3,Senior CRA,3,Single,12877,Low,17952,8,Y,Yes,23,1,2,8,1,30,2,3,13,3,6,8
E2633,32,Young,No,Travel_Frequently,1125,15,3,Other,1,6544,2,Male,87,3,2,Clinical Trial Manager,1,Married,8503,High,17275,1,Y,No,13,1,3,8,0,7,7,3,2,1,6,4
E2634,55,Senior,Yes,Travel_Rarely,1315,9,4,Medical,1,3455,4,Female,71,3,2,Clinical Trial Assistant,4,Single,18682,Medium,12673,3,Y,Yes,13,3,3,8,3,16,3,3,20,4,3,3
E2635,44,Middle-aged,Yes,Travel_Frequently,285,5,4,Life Sciences,1,7369,1,Male,59,4,5,Clinical Trial Assistant,3,Married,11535,Low,15896,1,Y,No,15,2,1,8,2,20,1,3,18,14,9,1
E2636,31,Senior,Yes,Travel_Frequently,1271,22,3,Technical Degree,1,9443,3,Female,98,3,4,Clinical Trial Manager,4,Married,8727,Low,1338,5,Y,No,23,1,1,8,3,27,4,4,8,3,3,7
E2637,43,Young,No,Travel_Rarely,653,9,4,Medical,1,9272,2,Male,32,3,2,Clinical Research Associate I,1,Divorced,4388,Low,2607,0,Y,Yes,20,2,2,8,0,9,8,2,26,9,8,6
E2638,59,Middle-aged,Yes,Travel_Frequently,1301,28,3,Other,1,1354,4,Female,88,1,5,Clinical Trial Manager,2,Married,7075,Medium,4937,8,Y,Yes,10,3,2,8,0,5,1,3,12,0,7,6
E2639,41,Senior,Yes,Travel_Rarely,799,27,4,Other,1,1278,4,Male,32,1,4,Clinical Trial Assistant,4,Divorced,3164,Medium,14826,8,Y,No,24,4,2,8,3,20,1,1,13,3,7,11
E2640,53,Middle-aged,Yes,Travel_Rarely,1115,9,3,Medical,1,3465,1,Female,90,2,2,Clinical Project Manager,2,Divorced,8755,High,13198,0,Y,No,10,4,3,8,0,37,6,4,26,11,4,10
E2641,31,Senior,Yes,Travel_Frequently,418,13,2,Medical,1,4394,2,Female,21,3,2,Clinical Trial Assistant,3,Single,8505,Low,7645,3,Y,Yes,24,4,2,8,2,18,0,1,29,7,4,7
E2642,18,Middle-aged,Yes,Travel_Frequently,568,23,2,Technical Degree,1,4441,3,Female,75,1,2,Senior CRA,2,Divorced,12478,Medium,19336,6,Y,No,18,2,2,8,3,29,7,3,29,4,7,12
E2643,21,Young,Yes,Non-Travel,374,4,1,Technical Degree,1,7693,4,Male,55,3,2,Senior CRA,2,Married,3612,Low,7316,7,Y,No,20,4,4,8,0,39,4,3,19,13,9,10
E2644,27,Young,Yes,Travel_Frequently,323,26,3,Medical,1,1218,2,Female,71,4,3,Clinical Project Manager,2,Single,2162,High,14171,1,Y,No,24,4,2,8,0,28,6,1,14,12,1,0
E2645,38,Middle-aged,Yes,Travel_Frequently,1365,24,3,Other,1,9656,2,Female,49,1,5,Senior CRA,1,Divorced,12713,Low,18294,0,Y,Yes,22,1,4,8,3,2,5,2,19,1,7,4
E2646,30,Middle-aged,Yes,Non-Travel,581,23,2,Medical,1,3061,4,Male,50,1,5,Clinical Trial Manager,2,Married,18417,High,4877,5,Y,Yes,20,1,3,8,2,38,1,4,23,6,2,2
E2647,19,Middle-aged,No,Travel_Rarely,295,3,3,Other,1,2502,2,Female,65,4,3,Clinical Project Manager,2,Married,9107,Medium,11974,1,Y,Yes,10,4,1,8,2,0,4,4,4,2,5,3
E2648,53,Young,No,Travel_Frequently,104,1,3,Life Sciences,1,5677,2,Male,44,2,1,Senior CRA,4,Married,8488,High,4892,3,Y,Yes,21,3,4,8,3,31,9,2,25,10,7,0
E2649,29,Senior,Yes,Travel_Frequently,1008,19,2,Technical Degree,1,8009,1,Female,50,3,5,Clinical Project Manager,2,Divorced,13378,Low,13992,6,Y,No,14,3,2,8,0,34,1,4,21,11,5,11
E2650,46,Middle-aged,Yes,Non-Travel,846,15,1,Medical,1,1143,3,Male,44,2,3,Clinical Project Manager,1,Divorced,13536,Low,13535,5,Y,No,14,4,4,8,2,4,3,4,6,8,7,12
E2651,27,Senior,No,Travel_Rarely,1152,9,3,Other,1,7285,3,Female,70,3,2,Clinical Trial Manager,4,Single,2193,Medium,9194,7,Y,Yes,19,4,1,8,1,36,0,2,28,7,5,14
E2652,42,Young,No,Travel_Frequently,1318,28,3,Medical,1,6061,1,Male,82,2,2,Clinical Trial Assistant,2,Married,6817,Medium,19026,5,Y,No,21,2,1,8,3,2,8,2,26,0,4,5
E2653,54,Young,Yes,Travel_Rarely,446,7,2,Life Sciences,1,4371,3,Male,45,4,2,Clinical Trial Assistant,1,Divorced,5762,High,10525,6,Y,No,10,4,2,8,2,14,3,1,7,10,3,11
E2654,18,Senior,No,Travel_Frequently,740,27,1,Medical,1,8217,4,Male,31,2,3,Clinical Trial Manager,2,Married,2601,High,10718,2,Y,Yes,15,3,1,8,0,35,0,4,13,7,5,6
E2655,48,Senior,Yes,Travel_Rarely,322,18,1,Life Sciences,1,5523,3,Female,43,3,1,Clinical Research Associate II,1,Married,8954,Low,9112,4,Y,Yes,19,3,1,8,2,24,7,2,16,4,4,0
E2656,22,Senior,No,Travel_Rarely,1338,16,3,Medical,1,5141,4,Male,80,1,4,Clinical Research Associate II,1,Married,4651,Low,12170,7,Y,No,22,3,2,8,1,19,8,1,24,13,2,6
E2657,57,Young,No,Travel_Frequently,316,29,2,Medical,1,8782,1,Male,42,1,4,Clinical Trial Assistant,3,Married,11276,Low,7674,4,Y,Yes,19,4,2,8,1,36,6,4,11,12,3,4
E2658,19,Senior,Yes,Travel_Frequently,492,26,1,Life Sciences,1,7315,2,Female,22,4,1,Clinical Research Associate II,4,Married,14913,Medium,1173,5,Y,Yes,18,4,2,8,2,6,4,2,19,2,5,12
E2659,40,Senior,Yes,Travel_Frequently,152,24,4,Medical,1,8580,2,Female,52,3,1,Clinical Research Associate I,4,Divorced,18425,Medium,4686,2,Y,No,16,3,4,8,2,8,0,3,20,13,8,8
E2660,40,Senior,Yes,Travel_Frequently,675,26,3,Medical,1,5257,1,Female,82,3,3,Senior CRA,4,Single,9498,Low,11363,4,Y,No,22,4,1,8,1,32,4,1,10,1,0,10
E2661,42,Middle-aged,No,Non-Travel,723,29,4,Life Sciences,1,7323,1,Female,42,3,1,Clinical Research Associate II,1,Single,19529,Medium,19121,6,Y,Yes,10,1,4,8,1,15,1,3,16,11,3,13
E2662,51,Young,No,Travel_Rarely,1102,1,3,Technical Degree,1,1207,1,Male,78,4,1,Senior CRA,2,Divorced,10389,High,18606,7,Y,No,18,1,4,8,1,23,3,2,9,14,7,7
E2663,19,Senior,Yes,Non-Travel,227,12,4,Other,1,4422,2,Female,63,2,5,Senior CRA,4,Married,7474,Medium,9215,7,Y,Yes,20,4,4,8,2,11,8,2,16,1,4,9
E2664,22,Young,Yes,Non-Travel,625,24,1,Life Sciences,1,7653,1,Male,55,1,1,Clinical Research Associate I,1,Divorced,13031,High,15321,3,Y,Yes,23,2,1,8,3,24,5,1,0,10,6,2
E2665,26,Young,No,Travel_Frequently,755,2,1,Other,1,9491,2,Male,59,3,4,Clinical Research Associate II,2,Single,8938,High,14097,3,Y,No,24,2,1,8,2,10,0,2,9,9,9,12
E2666,49,Senior,Yes,Non-Travel,1359,7,2,Life Sciences,1,7293,4,Female,89,3,1,Clinical Trial Assistant,4,Divorced,19172,Low,2996,3,Y,Yes,13,1,1,8,1,8,1,3,7,8,2,5
E2667,19,Senior,No,Non-Travel,735,1,3,Life Sciences,1,4026,3,Female,37,4,1,Clinical Trial Assistant,3,Single,17625,High,12038,4,Y,No,12,2,1,8,3,9,1,1,7,0,0,6
E2668,56,Young,Yes,Travel_Frequently,1206,8,2,Medical,1,4194,1,Female,64,3,1,Clinical Trial Assistant,1,Divorced,17987,High,18188,7,Y,No,22,3,1,8,0,30,7,3,18,0,4,5
